image,response,input_tokens,output_tokens,error_code,error_message
"1006.jpg","Description: The bird has a slender body with a long tail, a short beak, and appears to have a mix of brown and gray plumage. It is perched on a branch surrounded by foliage. 1. Common Name: Northern Mockingbird    Scientific Name: Mimus polyglottos 2. Common Name: Gray Catbird    Scientific Name: Dumetella carolinensis 3. Common Name: Brown Thrasher    Scientific Name: Toxostoma rufum","380","104","",""
"1007.jpg","Description: The bird has a slender body with a long tail, predominantly gray plumage, and a black cap on its head. It appears to be perched on a tree branch. 1. Common Name: Black-capped Chickadee    Scientific Name: Poecile atricapillus 2. Common Name: Tufted Titmouse    Scientific Name: Baeolophus bicolor 3. Common Name: Gray Catbird    Scientific Name: Dumetella carolinensis","398","103","",""
"1008.jpg","Description: The image shows two birds; one appears to be predominantly brown with a slightly lighter underside, while the other has a white chest and a darker back. Both have relatively short tails and seem to be of similar size. They are perched on a smooth surface near a building. 1. Common Name: House Sparrow    Scientific Name: Passer domesticus 2. Common Name: White-throated Sparrow    Scientific Name: Zonotrichia albicollis 3. Common Name: Chipping Sparrow    Scientific Name: Spizella passerina","398","121","",""
"1009.jpg","Description: The bird has a slender body with a long tail, predominantly white underparts, black wings with white patches, and orange legs. It appears to be perched among branches. 1. Common Name: Pied Wagtail    Scientific Name: Motacilla alba 2. Common Name: White Wagtail    Scientific Name: Motacilla alba 3. Common Name: Yellow Wagtail    Scientific Name: Motacilla flava","416","94","",""
"101.jpg","Description: The bird has a black head with a white patch behind the eye, a grey back, and a white underbelly. It possesses a strong, hooked beak and is perched on a wire fence. 1. Common Name: Grey Butcherbird    Scientific Name: Cracticus torquatus 2. Common Name: Pied Butcherbird    Scientific Name: Cracticus nigrogularis 3. Common Name: Black-backed Butcherbird    Scientific Name: Cracticus mentalis","380","108","",""
"1010.jpg","Description: The bird has a bald head with red skin, a hooked beak, dark brown feathers on its body, and is standing on the ground in a barren landscape. 1. Common Name: Lappet-faced Vulture    Scientific Name: Torgos tracheliotos 2. Common Name: Egyptian Vulture    Scientific Name: Neophron percnopterus 3. Common Name: White-backed Vulture    Scientific Name: Gyps africanus","380","99","",""
"1011.jpg","Description: The image shows a large white bird with a long neck and black beak swimming in a body of water. There are also two smaller brown birds with darker heads floating nearby. 1. Common Name: Mute Swan    Scientific Name: Cygnus olor 2. Common Name: Mallard    Scientific Name: Anas platyrhynchos 3. Common Name: American Wigeon    Scientific Name: Mareca americana","398","95","",""
"1012.jpg","Description: The bird has a white underside with black spots and a black back with white stripes. It appears to have a long tail and is clinging to a tree trunk, suggesting it may be a woodpecker. 1. Common Name: Great Spotted Woodpecker    Scientific Name: Dendrocopos major 2. Common Name: Middle Spotted Woodpecker    Scientific Name: Dendrocopos medius 3. Common Name: Lesser Spotted Woodpecker    Scientific Name: Dryobates minor","398","111","",""
"1013.jpg","Description: The birds have black plumage with long necks and red beaks. They are standing in shallow water with some vegetation around. 1. Common Name: Black Swan    Scientific Name: Cygnus atratus 2. Common Name: Mute Swan    Scientific Name: Cygnus olor 3. Common Name: Trumpeter Swan    Scientific Name: Cygnus buccinator","398","85","",""
"1014.jpg","Description: The bird has a slender build with a long, slightly curved beak. It features a distinctive pattern of brown and white plumage, with streaks on its chest and a bold, contrasting eye stripe. Its legs are thin and pinkish, and it appears to be perched on a small branch. 1. Common Name: Woodlark    Scientific Name: Lullula arborea 2. Common Name: Skylark    Scientific Name: Alauda arvensis 3. Common Name: Crested Lark    Scientific Name: Galerida cristata","470","121","",""
"1015.jpg","Description: The bird has a slender body with a long neck and a sharp, pointed beak. Its plumage is primarily brown with white underparts and a distinctive white stripe running from the beak over the eye. It is perched on a reed in a marshy environment. 1. Common Name: Little Bittern    Scientific Name: Ixobrychus minutus 2. Common Name: Cinnamon Bittern    Scientific Name: Ixobrychus cinnamomeus 3. Common Name: Black-backed Cisticola    Scientific Name: Cisticola exil","380","128","",""
"1016.jpg","Description: The bird is predominantly white with a slender body, long neck, and a sharp black beak. It has a yellow patch near its eye and appears to be standing near water. 1. Common Name: Snowy Egret    Scientific Name: Egretta thula 2. Common Name: Little Egret    Scientific Name: Egretta garzetta 3. Common Name: Cattle Egret    Scientific Name: Bubulcus ibis","470","99","",""
"1017.jpg","Description: The bird has a dark brown to black plumage, a bright orange-red bill, and pinkish legs. It is perched on rocks near the water, which appears to be a coastal environment. 1. Common Name: Black Oystercatcher    Scientific Name: Haematopus bachmani 2. Common Name: African Black Oystercatcher    Scientific Name: Haematopus moquini 3. Common Name: Variable Oystercatcher    Scientific Name: Haematopus unicolor","398","107","",""
"1018.jpg","Description: The bird has bright yellow plumage covering most of its body with black wings and tail. It appears to have a slender build and is perched on a railing. 1. Common Name: Black-naped Oriole    Scientific Name: Oriolus chinensis 2. Common Name: Indian Golden Oriole    Scientific Name: Oriolus kundoo 3. Common Name: Eurasian Golden Oriole    Scientific Name: Oriolus oriolus","344","99","",""
"1019.jpg","Description: The bird has a dark blue head and back, with a bright yellow chest and belly. It has a black beak and appears to have a slender body with a long tail. 1. Common Name: Slaty-tailed Trogon    Scientific Name: Trogon massena 2. Common Name: Black-throated Trogon    Scientific Name: Trogon rufus 3. Common Name: Blue-crowned Trogon    Scientific Name: Trogon curucui","488","103","",""
"102.jpg","Description: The bird has a slender body with a long tail, a pointed beak, and appears to have a mix of brown and white plumage. It is perched on a branch and seems to be looking upwards. 1. Common Name: Eurasian Treecreeper    Scientific Name: Certhia familiaris 2. Common Name: Brown Creeper    Scientific Name: Certhia americana 3. Common Name: Spotted Flycatcher    Scientific Name: Muscicapa striata","380","108","",""
"1020.jpg","Description: The bird appears small with a predominantly green plumage, a short tail, and a compact body. It is perched on a thin branch, suggesting it may be an arboreal species. The lighting is dim, which affects the clarity of finer details. 1. Common Name: Green-cheeked Parakeet    Scientific Name: Pyrrhura molinae 2. Common Name: Pacific Parrotlet    Scientific Name: Forpus coelestis 3. Common Name: Orange-chinned Parakeet    Scientific Name: Brotogeris jugularis","380","123","",""
"1021.jpg","Description: The bird has a robust body with a short, hooked beak. Its plumage is primarily brown with darker streaks on the underside. It has a relatively long tail and broad wings, which are not fully visible. The bird appears to be perched on a utility pole. 1. Common Name: Red-shouldered Hawk    Scientific Name: Buteo lineatus 2. Common Name: Broad-winged Hawk    Scientific Name: Buteo platypterus 3. Common Name: Red-tailed Hawk    Scientific Name: Buteo jamaicensis","434","123","",""
"1022.jpg","Description: The bird has a black body with white wing patches, a bright orange beak, and a short crest on its head. 1. Common Name: Black-and-yellow Broadbill    Scientific Name: Eurystomus ochromalus 2. Common Name: Black-and-yellow Broadbill    Scientific Name: Eurystomus ochromalus 3. Common Name: Black-and-yellow Broadbill    Scientific Name: Eurystomus ochromalus","398","96","",""
"1023.jpg","Description: The bird is small with a slender body, long straight beak, and appears to have dark plumage. It is perched on a wire. 1. Common Name: Anna's Hummingbird    Scientific Name: Calypte anna 2. Common Name: Costa's Hummingbird    Scientific Name: Calypte costae 3. Common Name: Black-chinned Hummingbird    Scientific Name: Archilochus alexandri","398","98","",""
"1024.jpg","Description: The bird has a robust body with a thick, slightly curved bill. Its plumage is primarily dark brown with lighter underparts. It appears to be perched on a wooden structure near a coastal area, holding an orange object in its beak. 1. Common Name: Boat-tailed Grackle    Scientific Name: Quiscalus major 2. Common Name: Great-tailed Grackle    Scientific Name: Quiscalus mexicanus 3. Common Name: Common Grackle    Scientific Name: Quiscalus quiscula","416","114","",""
"1025.jpg","Description: The bird is predominantly green with a slightly darker green head and a small, curved beak. It appears to be perched on a branch against a clear sky background. 1. Common Name: Yellow-shouldered Parrotlet    Scientific Name: Forpus xanthops 2. Common Name: Green-rumped Parrotlet    Scientific Name: Forpus passerinus 3. Common Name: Spectacled Parrotlet    Scientific Name: Forpus conspicillatus","398","102","",""
"1026.jpg","Description: The bird has a black cap, white cheeks, and an orange patch under its tail. It appears to be mid-flight with wings spread wide. The other bird is perched and has similar features but without the orange patch visible. 1. Common Name: Red-whiskered Bulbul    Scientific Name: Pycnonotus jocosus 2. Common Name: Black-crested Bulbul    Scientific Name: Pycnonotus flaviventris 3. Common Name: White-spectacled Bulbul    Scientific Name: Pycnonotus sinensis","380","123","",""
"1027.jpg","Description: The bird has a brownish-gray upper body with a white underbelly. It features a distinctive black ring around its neck and a short, dark beak. Its legs are thin and yellowish-orange. 1. Common Name: Ringed Plover    Scientific Name: Charadrius hiaticula 2. Common Name: Semipalmated Plover    Scientific Name: Charadrius semipalmatus 3. Common Name: Kentish Plover    Scientific Name: Charadrius alexandrinus","398","114","",""
"1028.jpg","Description: The bird is entirely black with a slender build, a long tail, and a pointed beak. It appears to have a sleek body and is perched on a thin branch. 1. Common Name: Asian Koel    Scientific Name: Eudynamys scolopaceus 2. Common Name: Greater Antshrike    Scientific Name: Thamnophilus melanonotus 3. Common Name: Black Drongo    Scientific Name: Dicrurus macrocercus","398","107","",""
"1029.jpg","Description: The bird has a slender body with a mix of yellow and black plumage on its head and back, white underparts, and appears to be perched among branches with green foliage. 1. Common Name: Black-throated Gray Warbler    Scientific Name: Setophaga nigrescens 2. Common Name: Yellow-rumped Warbler    Scientific Name: Setophaga coronata 3. Common Name: Townsend's Warbler    Scientific Name: Setophaga townsendi","380","106","",""
"103.jpg","Description: The bird has a slender body with long legs and a long neck. Its plumage is primarily brown with darker streaks, giving it a mottled appearance. It has a relatively small head with a short, straight beak. The bird is standing in a grassy area with some sparse shrubs. 1. Common Name: Spotted Sandpiper    Scientific Name: Actitis macularius 2. Common Name: Upland Sandpiper    Scientific Name: Bartramia longicauda 3. Common Name: Greater Yellowlegs    Scientific Name: Tringa melanoleuca","362","128","",""
"1030.jpg","Description: The bird has a slender body with a long tail, predominantly grey plumage on its back and wings, and a white underside. It appears to be perched near water, suggesting it may be a wading or water-loving species. 1. Common Name: Grey Wagtail    Scientific Name: Motacilla cinerea 2. Common Name: White Wagtail    Scientific Name: Motacilla alba 3. Common Name: Yellow Wagtail    Scientific Name: Motacilla flava","380","106","",""
"1031.jpg","Description: The bird has a bright yellow head with a black mask around its eyes, extending to the back of its head. Its underparts are also yellow, while the upperparts appear to be olive-green. It has a small, pointed beak. 1. Common Name: Hooded Warbler    Scientific Name: Setophaga citrina 2. Common Name: Yellow-throated Warbler    Scientific Name: Setophaga dominica 3. Common Name: Yellow Warbler    Scientific Name: Setophaga petechia","398","113","",""
"1032.jpg","Description: The bird appears to be a medium-sized raptor with broad wings and a fanned tail, flying against a clear sky. The plumage seems to be primarily brown with darker wingtips. 1. Common Name: Common Buzzard    Scientific Name: Buteo buteo 2. Common Name: Red-tailed Hawk    Scientific Name: Buteo jamaicensis 3. Common Name: Swainson's Hawk    Scientific Name: Buteo swainsoni","398","104","",""
"1033.jpg","Description: The bird appears to be medium-sized with a dark brown or black coloration. It has a stout body and seems to be perched among palm fronds. The tail is relatively long and slightly fanned out. The beak is not clearly visible but appears to be short and thick, suggesting it might be adapted for eating fruits or seeds. 1. Common Name: Brown Jay    Scientific Name: Psarocolius montezuma 2. Common Name: Boat-tailed Grackle    Scientific Name: Quiscalus major 3. Common Name: Great-tailed Grackle    Scientific Name: Quiscal","398","128","",""
"1034.jpg","Description: The bird appears to be small to medium-sized with a slender build. It has a dark brown or blackish plumage overall, with a slightly lighter underbelly. The beak is short and conical, suitable for seed-eating. It is perched on a branch with sparse foliage. 1. Common Name: Brown-headed Cowbird    Scientific Name: Molothrus ater 2. Common Name: Brewer's Blackbird    Scientific Name: Euphagus cyanocephalus 3. Common Name: Rusty Blackbird    Scientific Name: Euphagus carolinus","380","127","",""
"1035.jpg","Description: The bird has a long, pointed beak with a yellowish hue, a brown head with a white stripe above the eye, and a light brown body. It appears to be small to medium-sized. 1. Common Name: Least Bittern    Scientific Name: Ixobrychus exilis 2. Common Name: Little Bittern    Scientific Name: Ixobrychus minutus 3. Common Name: Black-backed Cisticola    Scientific Name: Cisticola textrix","398","112","",""
"1036.jpg","Description: The bird has predominantly green plumage with a blue crown and nape. It has a short tail, a small hooked beak, and red eyes. It appears to be perched on a branch. 1. Common Name: Blue-crowned Conure    Scientific Name: Thectocercus acuticaudatus 2. Common Name: Green-cheeked Parakeet    Scientific Name: Pyrrhura molinae 3. Common Name: Orange-chinned Parakeet    Scientific Name: Brotogeris jugularis","398","118","",""
"1037.jpg","Description: The bird has a slender body with long legs, a long thin bill, and appears to be wading in shallow water. Its plumage is primarily brown with lighter underparts, and it seems to have a distinctive pattern on its head. 1. Common Name: Black-necked Stilt    Scientific Name: Himantopus mexicanus 2. Common Name: American Avocet    Scientific Name: Recurvirostra americana 3. Common Name: Spotted Sandpiper    Scientific Name: Actitis macularius","398","114","",""
"1038.jpg","Description: The bird is small with a slender body, long pointed wings, and a forked tail. It has a dark back, light underparts, and a distinctive white rump. It appears to be perched on barbed wire. 1. Common Name: Northern Rough-winged Swallow    Scientific Name: Stelgidopteryx serripennis 2. Common Name: Bank Swallow    Scientific Name: Riparia riparia 3. Common Name: Cliff Swallow    Scientific Name: Petrochelidon pyrrhonota","398","115","",""
"1039.jpg","Description: The bird has a slender body with a greyish-brown back and wings, white underparts, and a distinctive black mask-like marking around its eyes. It has a small, pointed beak and is perched on what appears to be dried plant material. 1. Common Name: White-breasted Woodswallow    Scientific Name: Artamus leucorynchus 2. Common Name: Masked Shrike    Scientific Name: Lanius nubicus 3. Common Name: Grey-backed Weaver    Scientific Name: Ploceus cinereus","380","121","",""
"104.jpg","Description: The bird has a small size with a short, thin bill. It has a white underbelly, a brown back with darker streaks, and a distinctive dark cap on its head. Its legs are black, and it appears to be standing on sandy ground with some seaweed. 1. Common Name: Semipalmated Sandpiper    Scientific Name: Calidris pusilla 2. Common Name: Baird's Sandpiper    Scientific Name: Calidris bairdii 3. Common Name: Western Sandpiper    Scientific Name: Calidris mauri","380","126","",""
"1040.jpg","Description: The birds have slender bodies, long thin legs, and relatively short, straight beaks. They appear to be wading in shallow water with a mottled brown and white plumage that provides camouflage against the muddy background. 1. Common Name: Dunlin    Scientific Name: Calidris alpina 2. Common Name: Western Sandpiper    Scientific Name: Calidris mauri 3. Common Name: Semipalmated Sandpiper    Scientific Name: Calidris pusilla","362","109","",""
"1041.jpg","Description: The birds have dark brown to black plumage with lighter patches on their wings. They appear to be medium-sized ducks swimming in a body of water. 1. Common Name: Greater Scaup    Scientific Name: Aythya marila 2. Common Name: Lesser Scaup    Scientific Name: Aythya affinis 3. Common Name: Ring-necked Duck    Scientific Name: Aythya collaris","380","92","",""
"1042.jpg","Description: The bird has a pinkish-brown head and neck, with a darker brown back and wings. It has a short, stout beak that is orange with a black tip. Its eyes are dark, and it has reddish legs and feet. The tail is relatively long and square-tipped. 1. Common Name: Band-tailed Pigeon    Scientific Name: Patagioenas fasciata 2. Common Name: Pink-necked Green-pigeon    Scientific Name: Treron vernans 3. Common Name: Common Wood Pigeon    Scientific Name: Columba palumbus","452","128","",""
"1043.jpg","Description: The bird has a slender body with a white underbelly and a speckled brown back. It has a short, dark bill and black legs. The bird is foraging in shallow water. 1. Common Name: Sanderling    Scientific Name: Calidris alba 2. Common Name: Semipalmated Sandpiper    Scientific Name: Calidris pusilla 3. Common Name: Western Sandpiper    Scientific Name: Calidris mauri","488","104","",""
"1044.jpg","Description: The bird appears to be a medium-sized raptor with broad wings and a relatively short tail. It has a light underside with darker wingtips and a dark back. The bird is soaring with its wings slightly raised. 1. Common Name: Common Buzzard    Scientific Name: Buteo buteo 2. Common Name: Red-tailed Hawk    Scientific Name: Buteo jamaicensis 3. Common Name: Rough-legged Buzzard    Scientific Name: Buteo lagopus","380","106","",""
"1045.jpg","Description: The bird has a black and white plumage with a distinctive yellow patch behind its eye. It has a slender body, a short tail, and red legs. Its wings have white patches that contrast sharply with the black feathers. 1. Common Name: Yellow-vented Bulbul    Scientific Name: Pycnonotus goiavier 2. Common Name: Black-and-yellow Bulbul    Scientific Name: Pycnonotus flaviventris 3. Common Name: Black-capped Bulbul    Scientific Name: Pycnonotus flaviventris","380","119","",""
"1046.jpg","Description: The bird has a reddish-pink plumage with a slightly darker shade on its back and wings. It has a short, conical beak which is also reddish in color. Its legs are thin and appear to be a pale pinkish hue. The bird is standing on the ground amidst green vegetation. 1. Common Name: Red-billed Firefinch    Scientific Name: Lagonosticta senegala 2. Common Name: Purple Grenadier    Scientific Name: Granatina ianthinogaster 3. Common Name: Red Bishop    Scientific Name: Euplectes","398","128","",""
"1047.jpg","Description: The birds have streaked brown plumage with lighter underparts, a slender build, and a thin, pointed beak. They are perched on rocky terrain. 1. Common Name: Rock Pipit    Scientific Name: Anthus petrosus 2. Common Name: Water Pipit    Scientific Name: Anthus spinoletta 3. Common Name: Meadow Pipit    Scientific Name: Anthus pratensis","380","92","",""
"1048.jpg","Description: The bird has a slender build with a long tail, streaked brown plumage on its back and wings, and a pale underside. It has a distinctive white eyebrow stripe and a pointed beak. It is perched on a barbed wire against a clear sky. 1. Common Name: Grasshopper Sparrow    Scientific Name: Ammodramus savannarum 2. Common Name: Savannah Sparrow    Scientific Name: Passerculus sandwichensis 3. Common Name: Vesper Sparrow    Scientific Name: Pooecetes gramineus","380","121","",""
"1049.jpg","Description: The bird has a slender body with a long neck and a pointed beak. It appears to have a dark cap and a white face with a dark stripe through the eye. The back is grayish, and it seems to have a white underbelly. It is swimming in water. 1. Common Name: Northern Phalarope    Scientific Name: Phalaropus lobatus 2. Common Name: Red-necked Phalarope    Scientific Name: Phalaropus lobatus 3. Common Name: Wilson's Phalarope    Scientific Name: Phalaropus tricolor","398","123","",""
"105.jpg","Description: The bird has a sleek body with iridescent blue-green plumage on its back and wings, a white forehead, and a dark face. It is perched near a nest box with another bird inside. 1. Common Name: Violet-green Swallow    Scientific Name: Tachycineta thalassina 2. Common Name: Tree Swallow    Scientific Name: Tachycineta bicolor 3. Common Name: Purple Martin    Scientific Name: Progne subis","434","104","",""
"1050.jpg","Description: The bird has a distinctive crest on its head, a white neck and chest, and a greenish-blue back with black markings. It appears to be perched on a branch surrounded by dense foliage. 1. Common Name: Ringed Kingfisher    Scientific Name: Megaceryle torquata 2. Common Name: Amazon Kingfisher    Scientific Name: Chloroceryle amazona 3. Common Name: Green Kingfisher    Scientific Name: Chloroceryle americana","398","107","",""
"1051.jpg","Description: The bird has a bright yellow-orange underbelly, a dark gray head, and appears to have a stout body with short wings. It is perched on a branch surrounded by green foliage. 1. Common Name: Orange-bellied Euphonia    Scientific Name: Euphonia xanthogaster 2. Common Name: Olive-backed Sunbird    Scientific Name: Cyanerpes cyaneus 3. Common Name: Yellow-vented Bulbul    Scientific Name: Pycnonotus goiavier","380","113","",""
"1052.jpg","Description: The bird has a black head, white underparts, and a distinctive black and white pattern on its wings. It appears to be perched on a branch with a backdrop of green foliage. 1. Common Name: Willie Wagtail    Scientific Name: Rhipidura javanica 2. Common Name: White-browed Woodswallow    Scientific Name: Artamus superciliosus 3. Common Name: Black-faced Cuckoo-shrike    Scientific Name: Coracina novaehollandiae","434","110","",""
"1053.jpg","Description: The bird has a small body with a grayish-brown back and wings, a white underbelly, and a slender beak. It is perched near a nest made of fine materials, suggesting it may be involved in nesting activities. 1. Common Name: Brown Gerygone    Scientific Name: Gerygone mouki 2. Common Name: White-breasted Woodswallow    Scientific Name: Artamus leucorynchus 3. Common Name: Grey Fantail Flycatcher    Scientific Name: Rhipidura javanica","488","120","",""
"1054.jpg","Description: The bird has a slender body with a long tail, predominantly brown plumage with darker streaks on its back, and a lighter underside. It appears to have a small head relative to its body and is perched on a thin branch. 1. Common Name: Eurasian Wryneck    Scientific Name: Jynx torquilla 2. Common Name: Northern Wheatear    Scientific Name: Oenanthe oenanthe 3. Common Name: European Stonechat    Scientific Name: Saxicola rubicola","416","113","",""
"1055.jpg","Description: The bird has a slender body with long wings and a forked tail. It is perched on a wire against a clear blue sky. Its plumage appears to be dark brown or grayish-brown above and lighter below, with a slightly darker head. 1. Common Name: Purple Martin    Scientific Name: Progne subis 2. Common Name: Barn Swallow    Scientific Name: Hirundo rustica 3. Common Name: Tree Swallow    Scientific Name: Tachycineta bicolor","398","109","",""
"1056.jpg","Description: The bird has a striking black and white plumage with a distinctive yellow eye. Its head is predominantly grey with a black mask-like pattern around the eyes. The wings and tail are black with white patches, and the underparts are white. It has a short, stout beak which is dark in color. 1. Common Name: Pied Bushchat    Scientific Name: Saxicola caprata 2. Common Name: Black-and-white Flycatcher    Scientific Name: Melaenornis edolioides 3. Common Name: White-rumped Shama    Scientific Name: Copsych","398","128","",""
"1057.jpg","Description: The bird is small with a slender body, long wings, and a straight, thin beak. It has dark plumage on its head and back, with lighter grayish underparts. Its tail appears short and slightly forked. 1. Common Name: Anna's Hummingbird    Scientific Name: Calypte anna 2. Common Name: Costa's Hummingbird    Scientific Name: Calypte costae 3. Common Name: Black-chinned Hummingbird    Scientific Name: Archilochus alexandri","380","115","",""
"1058.jpg","Description: The birds appear to be medium-sized with long necks and are floating on water. They have a dark upper body and lighter underparts, with a distinct white patch on the wings which is visible when they are resting on the water. 1. Common Name: Canada Goose    Scientific Name: Branta canadensis 2. Common Name: Greylag Goose    Scientific Name: Anser anser 3. Common Name: Barnacle Goose    Scientific Name: Branta leucopsis","344","105","",""
"1059.jpg","Description: The bird has a slender body with a long tail, a small head, and a short beak. It appears to have a brownish coloration, blending well with the tree branches. The bird is perched among dense foliage and small berries. 1. Common Name: Common Potoo    Scientific Name: Nyctibius griseus 2. Common Name: Great Potoo    Scientific Name: Nyctibius grandis 3. Common Name: Andean Potoo    Scientific Name: Nyctibius maculosus","398","118","",""
"106.jpg","Description: The birds have black heads, white necks, and black wings with white patches. They also have long tails with white outer feathers and black inner feathers. Their beaks are short and pointed. 1. Common Name: European Magpie    Scientific Name: Pica pica 2. Common Name: Yellow-billed Magpie    Scientific Name: Pica nuttalli 3. Common Name: Black-billed Magpie    Scientific Name: Pica hudsonia","398","101","",""
"1060.jpg","Description: The bird has a robust body with a large head, a thick bill, and a short tail. It displays a white throat and chest, bright yellow underparts, and olive-brown upperparts. There is a distinctive black stripe through the eye and a white supercilium above it. 1. Common Name: Great Kiskadee    Scientific Name: Pitangus sulphuratus 2. Common Name: Social Flycatcher    Scientific Name: Myiozetetes similis 3. Common Name: Yellow-bellied Elaenia    Scientific Name: Elaenia flavogaster","398","127","",""
"1061.jpg","Description: The bird has a slender body with long legs and a relatively short tail. It has a white underbelly, a greyish-brown back, and a distinctive black patch on its neck. Its head is light brown with a dark eye stripe, and it has a short, pointed beak. The legs are reddish-brown. 1. Common Name: Southern Lapwing    Scientific Name: Vanellus chilensis 2. Common Name: Spur-winged Lapwing    Scientific Name: Vanellus spinosus 3. Common Name: Blacksmith Lapwing    Scientific Name: Van","398","128","",""
"1062.jpg","Description: The bird has a slender build with a long, thin tail. It features a brownish back with darker streaks, a pale underbelly, and a distinctive white eyebrow stripe. Its beak is short and conical, suitable for seed-eating. The bird is perched among dry grasses. 1. Common Name: Swamp Sparrow    Scientific Name: Melospiza georgiana 2. Common Name: Lincoln's Sparrow    Scientific Name: Melospiza lincolnii 3. Common Name: Song Sparrow    Scientific Name: Melospiza melodia","380","124","",""
"1063.jpg","Description: The bird has a slender body with long legs and a long neck. It has a white breast and belly, with brownish-grey wings and back. Its head is white with a distinctive black stripe running through the eye, and it has a short, stout bill. 1. Common Name: Wattled Jacana    Scientific Name: Jacana jacana 2. Common Name: Northern Jacana    Scientific Name: Jacana spinosa 3. Common Name: Comb-crested Jacana    Scientific Name: Irediparra gallinacea","398","116","",""
"1064.jpg","Description: The bird is small to medium-sized with a slender build, featuring dark plumage that appears blackish-brown. It has a pointed beak and is perched on a thin branch. The tail is relatively short and square-tipped. 1. Common Name: Asian Koel    Scientific Name: Eudynamys scolopaceus 2. Common Name: Greater Yellownape    Scientific Name: Oriolus kundoo 3. Common Name: Indian Roller    Scientific Name: Coracias benghalensis","344","114","",""
